 pose_Rx, pose_Ry
0.18700797052281018,0.32857213895391335
0.16568429906571977,0.2901677370112572
0.15818868042562106,0.2537110744881921
0.1389495527448283,0.2539183779698268
0.19839861012600885,0.29096705947954504
0.2477610289808246,0.31993165636598486
0.29043768287683897,0.3224358481743623
0.3243263137374637,0.31350569677028145
0.3484462482241541,0.2998900145197024
0.3472758538839981,0.30692970092586347
0.37273960526019356,0.2914534579409826
0.3844737352834332,0.28300124289874506
0.37237756602334093,0.2716280736518138
0.36294850785142707,0.2612339300253651
0.38607713787504194,0.26655306965306547
0.38679805335331596,0.24971812485955625
0.41252138455334875,0.24255092473488496
0.3964928604554834,0.20994362746342943
0.37173115192867545,0.19099686993870013
0.37157115304535293,0.17639817007996983
0.37033964712799605,0.1670768814140522
0.3431782158613538,0.16361307433414862
0.32312126883676906,0.17850038568625037
0.3419185193742378,0.18531124294806153
0.35587912609413586,0.17061674244350564
0.36260436655583467,0.15957298491611802
0.3585938952595691,0.17188341056354614
0.34650590213197274,0.1840670730561353
0.3633527570152669,0.18925460486206436
0.37059518853326645,0.18668099265370314
0.37237615562983356,0.19818009808776949
0.3818915812572424,0.19672873878813826
0.3831353885856718,0.21666622207610436
0.37843147130442023,0.21594669747561174
0.3479127909939644,0.22741411436285364
0.33512839009335105,0.23362648711868822
0.3479925483455293,0.24270250978592675
0.3392735764962959,0.27025157046764864
0.3381716054277334,0.2824787296300413
0.35586638594014325,0.2888952982229327
0.3647167970194055,0.2796305705122024
0.37276506250310754,0.2985288649029497
0.3845988971556492,0.3129597288505406
0.3800780068634738,0.30840258336464915
0.3739338702457478,0.30315908159109994
0.3830932628888959,0.3124692698056074
0.3916006058327708,0.3195896554750054
0.40146826648126044,0.320538259932777
0.3862166100101592,0.3314669210910292
0.38767695293981236,0.346638488752358
0.35499312667209765,0.33239740791394046
0.33674174792804623,0.3259517397809384
0.33741531080786635,0.3197697394489146
0.33699200819824987,0.322360880539766
0.3287050731807065,0.2689225912225612
0.3166717351397516,0.17761076481925572
0.3040695894494968,0.14995479016645055
0.32148932976959416,0.06521010527163008
0.3381359872592939,0.055631680075074616
0.26819155981349757,0.014691244247340498
0.22726629790933975,0.0069178714145113175
0.19517392074207426,0.04761277064585117
0.16491802077203668,0.07910174819148182
0.14473416155513608,0.10404540229104983
0.12662171209729506,0.1724143284955919
0.11070376975307497,0.21707120665106727
0.10000802399294301,0.24570799372233537
0.09631086179397914,0.2702675798101454
0.08058685532891433,0.3248650198159063
0.07791189971523338,0.3618122219451811
0.07588034729814722,0.4023676990667977
0.07406855550821784,0.43612548945267016
0.06981239260000682,0.46414696623050533
0.06318530937569983,0.4842082852884218
0.059601841164407546,0.49731788705748337
0.05030875752009362,0.5233275550266173
0.04858194174200191,0.5382422136792688
0.0257960791675976,0.5669688677040797
0.015167087016128466,0.5907468785831004
